id,recommended_id
635070.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
659090.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
679950.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
659890.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
671950.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
657590.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
580200.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
667820.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
678250.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
654010.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
667750.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
652550.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
436920.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
426980.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
428820.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
428821.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
637700.0,"[428821.0, 732840.0, 652550.0, 637701.0, 677580.0]"
637701.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
669940.0,"[612430.0, 604480.0, 499910.0, 623192.0, 605320.0]"
677570.0,"[635410.0, 616590.0, 645850.0, 603570.0, 644000.0]"
657120.0,"[662860.0, 702540.0, 714710.0, 714240.0, 684240.0]"
677580.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
669970.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
660330.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
659170.0,"[721630.0, 659170.0, 592473.0, 657590.0, 580200.0]"
597190.0,"[571170.0, 35070.0, 354930.0, 261401.0, 730510.0]"
657200.0,"[677230.0, 657200.0, 369770.0, 497620.0, 378540.0]"
657740.0,"[492967.0, 678310.0, 714380.0, 646790.0, 337410.0]"
628770.0,"[636910.0, 610692.0, 721060.0, 672720.0, 678270.0]"
670440.0,"[460960.0, 285500.0, 384330.0, 404460.0, 443690.0]"
637060.0,"[688930.0, 726720.0, 721970.0, 550370.0, 734220.0]"
583870.0,"[692170.0, 551971.0, 544770.0, 504510.0, 754520.0]"
553660.0,"[468724.0, 553660.0, 215280.0, 759330.0, 595320.0]"
676800.0,"[686670.0, 371280.0, 337730.0, 707920.0, 710080.0]"
668070.0,"[358970.0, 674700.0, 390384.0, 210083.0, 440200.0]"
610692.0,"[672720.0, 717400.0, 689350.0, 675420.0, 688030.0]"
656940.0,"[591494.0, 560630.0, 450096.0, 591508.0, 462620.0]"
655640.0,"[279090.0, 261880.0, 552160.0, 599910.0, 582740.0]"
659040.0,"[489849.0, 658630.0, 756190.0, 537825.0, 670340.0]"
665740.0,"[444480.0, 663820.0, 747910.0, 554220.0, 325370.0]"
656550.0,"[439630.0, 664440.0, 666030.0, 382620.0, 459310.0]"
680120.0,"[679560.0, 770581.0, 678480.0, 475550.0, 379568.0]"
661520.0,"[561561.0, 580710.0, 721103.0, 721148.0, 614540.0]"
664440.0,"[656550.0, 485500.0, 561552.0, 320361.0, 357190.0]"
670810.0,"[656590.0, 744930.0, 434360.0, 706650.0, 721720.0]"
525460.0,"[656590.0, 744930.0, 434360.0, 706650.0, 721720.0]"
671490.0,"[656590.0, 744930.0, 434360.0, 706650.0, 721720.0]"
666290.0,"[656590.0, 744930.0, 434360.0, 706650.0, 721720.0]"
662870.0,"[655420.0, 770130.0, 573510.0, 706650.0, 666290.0]"
660030.0,"[501172.0, 764350.0, 599750.0, 679790.0, 473720.0]"
657700.0,"[656590.0, 744930.0, 434360.0, 706650.0, 721720.0]"
658050.0,"[602811.0, 711580.0, 672030.0, 376944.0, 679340.0]"
656290.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
337890.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
661570.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
469830.0,"[413740.0, 341320.0, 376949.0, 345580.0, 659580.0]"
663060.0,"[584120.0, 726390.0, 561554.0, 558150.0, 684290.0]"
647740.0,"[531157.0, 390407.0, 635320.0, 528310.0, 623310.0]"
682400.0,"[685020.0, 302190.0, 316090.0, 435050.0, 388810.0]"
682410.0,"[638680.0, 611800.0, 406080.0, 709720.0, 210056.0]"
682390.0,"[392970.0, 700570.0, 677230.0, 657200.0, 640520.0]"
463700.0,"[299480.0, 370440.0, 1520.0, 724720.0, 345280.0]"
626546.0,"[714470.0, 554750.0, 623266.0, 650240.0, 610692.0]"
626544.0,"[278440.0, 364750.0, 392410.0, 437160.0, 469920.0]"
626541.0,"[390180.0, 643688.0, 595210.0, 724740.0, 501670.0]"
462770.0,"[509682.0, 535730.0, 621520.0, 640590.0, 462770.0]"
626540.0,"[724340.0, 685120.0, 507290.0, 573490.0, 758650.0]"
626535.0,"[654172.0, 452521.0, 539260.0, 520850.0, 516530.0]"
626536.0,"[563850.0, 579690.0, 580210.0, 457080.0, 665930.0]"
626530.0,"[626530.0, 626521.0, 603030.0, 603330.0, 649000.0]"
626521.0,"[603030.0, 757790.0, 649000.0, 626521.0, 714333.0]"
626522.0,"[626522.0, 704040.0, 729230.0, 739160.0, 649390.0]"
623198.0,"[305620.0, 738580.0, 665790.0, 521670.0, 730220.0]"
623197.0,"[688930.0, 726720.0, 721970.0, 550370.0, 734220.0]"
623195.0,"[616260.0, 367414.0, 758160.0, 679070.0, 667170.0]"
623193.0,"[646664.0, 623193.0, 710400.0, 700480.0, 680880.0]"
623191.0,"[713920.0, 623191.0, 644780.0, 388550.0, 539595.0]"
623190.0,"[335020.0, 533550.0, 295207.0, 552670.0, 357650.0]"
676590.0,"[322580.0, 622010.0, 342811.0, 405860.0, 375470.0]"
623192.0,"[325991.0, 608150.0, 580880.0, 499910.0, 603770.0]"
673540.0,"[666800.0, 271390.0, 711550.0, 464201.0, 211820.0]"
657290.0,"[436596.0, 342815.0, 326300.0, 416640.0, 320750.0]"
668660.0,"[488480.0, 285380.0, 369511.0, 222602.0, 384120.0]"
651480.0,"[584630.0, 758180.0, 449390.0, 481360.0, 755580.0]"
651470.0,"[718740.0, 703070.0, 663480.0, 355370.0, 678430.0]"
651481.0,"[498850.0, 661460.0, 698240.0, 492986.0, 497621.0]"
611850.0,"[532240.0, 575770.0, 691750.0, 607460.0, 392646.0]"
682460.0,"[593390.0, 579140.0, 640670.0, 710630.0, 703560.0]"
682520.0,"[545330.0, 491160.0, 386913.0, 485580.0, 668200.0]"
682540.0,"[230270.0, 593430.0, 348100.0, 545910.0, 396130.0]"
684610.0,"[731220.0, 464360.0, 485390.0, 729250.0, 775460.0]"
674950.0,"[599900.0, 694820.0, 635410.0, 699250.0, 614300.0]"
637110.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
665300.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
682600.0,"[279940.0, 387470.0, 723780.0, 396173.0, 710060.0]"
672720.0,"[672720.0, 717400.0, 689350.0, 675420.0, 688030.0]"
682170.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
669310.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
678430.0,"[742150.0, 651470.0, 703070.0, 736840.0, 388210.0]"
681170.0,"[259041.0, 446760.0, 380640.0, 398630.0, 319930.0]"
595430.0,"[576730.0, 590222.0, 572410.0, 358090.0, 349790.0]"
684110.0,"[679280.0, 379750.0, 401300.0, 329980.0, 455370.0]"
349790.0,"[572410.0, 609796.0, 595430.0, 538351.0, 426190.0]"
670700.0,"[702090.0, 392890.0, 275240.0, 611830.0, 420880.0]"
665310.0,"[664820.0, 633310.0, 764470.0, 637783.0, 489250.0]"
393080.0,"[733400.0, 654740.0, 653090.0, 364180.0, 731030.0]"
658910.0,"[527960.0, 439370.0, 698510.0, 558660.0, 426190.0]"
623380.0,"[403062.0, 241300.0, 473445.0, 513113.0, 410490.0]"
588540.0,"[566480.0, 538829.0, 376941.0, 520640.0, 370130.0]"
654172.0,"[654172.0, 539260.0, 501750.0, 520850.0, 687280.0]"
674800.0,"[441280.0, 457084.0, 595640.0, 518500.0, 590400.0]"
553340.0,"[592860.0, 722270.0, 758590.0, 714335.0, 701680.0]"
673300.0,"[221680.0, 468490.0, 324400.0, 382250.0, 371000.0]"
682200.0,"[655040.0, 511800.0, 546380.0, 693609.0, 693626.0]"
621070.0,"[425840.0, 721054.0, 393330.0, 566680.0, 580950.0]"
666600.0,"[265240.0, 331892.0, 695600.0, 440820.0, 538930.0]"
664630.0,"[255420.0, 299260.0, 610390.0, 383590.0, 763560.0]"
666160.0,"[502730.0, 364270.0, 563410.0, 448570.0, 253840.0]"
676710.0,"[389911.0, 241368.0, 673440.0, 496980.0, 590171.0]"
665170.0,"[661950.0, 637753.0, 678740.0, 639860.0, 647340.0]"
683070.0,"[392646.0, 682920.0, 611850.0, 571310.0, 258371.0]"
667090.0,"[539730.0, 531167.0, 509120.0, 417590.0, 531170.0]"
215280.0,"[468724.0, 553660.0, 215280.0, 759330.0, 595320.0]"
494160.0,"[714331.0, 325144.0, 521730.0, 684230.0, 353320.0]"
430094.0,"[762850.0, 541240.0, 637715.0, 513480.0, 643681.0]"
661650.0,"[724640.0, 713760.0, 656880.0, 342777.0, 439540.0]"
305620.0,"[623198.0, 665790.0, 521670.0, 738580.0, 417550.0]"
622355.0,"[730030.0, 602390.0, 436645.0, 639264.0, 669630.0]"
244750.0,"[775390.0, 687590.0, 675450.0, 469050.0, 682340.0]"
679280.0,"[684110.0, 379750.0, 401300.0, 329980.0, 455370.0]"
637708.0,"[647071.0, 757330.0, 675220.0, 572381.0, 593470.0]"
637710.0,"[661620.0, 702800.0, 637795.0, 402940.0, 359410.0]"
433340.0,"[423851.0, 573370.0, 693750.0, 556600.0, 360390.0]"
654490.0,"[411892.0, 447540.0, 385120.0, 368600.0, 651610.0]"
660090.0,"[756726.0, 538352.0, 679460.0, 476460.0, 528620.0]"
662140.0,"[663420.0, 408410.0, 686500.0, 773280.0, 711733.0]"
686700.0,"[709700.0, 421450.0, 321930.0, 519360.0, 697730.0]"
689590.0,"[342823.0, 570361.0, 599810.0, 565002.0, 272690.0]"
680010.0,"[725980.0, 584141.0, 615200.0, 563590.0, 633330.0]"
605326.0,"[441280.0, 518460.0, 498680.0, 590650.0, 595640.0]"
605325.0,"[430940.0, 676520.0, 368830.0, 429490.0, 405032.0]"
605323.0,"[745790.0, 637802.0, 637801.0, 699770.0, 644930.0]"
605321.0,"[723830.0, 345080.0, 643810.0, 294977.0, 513780.0]"
605320.0,"[392400.0, 721146.0, 423770.0, 499910.0, 559250.0]"
653050.0,"[357330.0, 291690.0, 636080.0, 703320.0, 573350.0]"
539591.0,"[539591.0, 753000.0, 727530.0, 732280.0, 492976.0]"
683610.0,"[625910.0, 560570.0, 698330.0, 267880.0, 283230.0]"
673820.0,"[711739.0, 304490.0, 713570.0, 717960.0, 767230.0]"
671330.0,"[610698.0, 645440.0, 641870.0, 591940.0, 433050.0]"
587450.0,"[501740.0, 559381.0, 327175.0, 325880.0, 611920.0]"
672190.0,"[313101.0, 262100.0, 502730.0, 601530.0, 398890.0]"
678230.0,"[425010.0, 586270.0, 429940.0, 436600.0, 300580.0]"
644710.0,"[728302.0, 703180.0, 674750.0, 753500.0, 653240.0]"
644780.0,"[713920.0, 623191.0, 644780.0, 388550.0, 539595.0]"
606740.0,"[712430.0, 558130.0, 680860.0, 760340.0, 700780.0]"
679740.0,"[463791.0, 388970.0, 416520.0, 327171.0, 438000.0]"
674590.0,"[489140.0, 736320.0, 464360.0, 731220.0, 729250.0]"
617440.0,"[695460.0, 236290.0, 459140.0, 432130.0, 553350.0]"
684290.0,"[726390.0, 561554.0, 558150.0, 620820.0, 667960.0]"
467270.0,"[609370.0, 669200.0, 280890.0, 278100.0, 387680.0]"
688030.0,"[672720.0, 717400.0, 689350.0, 675420.0, 688030.0]"
657440.0,"[732760.0, 657440.0, 698370.0, 716480.0, 720600.0]"
688340.0,"[602811.0, 711580.0, 672030.0, 376944.0, 679340.0]"
678480.0,"[379568.0, 716090.0, 720720.0, 707160.0, 657423.0]"
663110.0,"[214991.0, 347780.0, 367280.0, 404280.0, 498000.0]"
662410.0,"[500100.0, 608600.0, 372512.0, 572240.0, 407140.0]"
678220.0,"[511940.0, 690450.0, 289022.0, 675357.0, 735350.0]"
605351.0,"[602811.0, 711580.0, 672030.0, 376944.0, 679340.0]"
605350.0,"[702110.0, 543860.0, 575650.0, 386640.0, 605353.0]"
605352.0,"[546600.0, 709520.0, 623191.0, 388550.0, 713920.0]"
616040.0,"[254700.0, 46410.0, 681290.0, 35420.0, 32430.0]"
391400.0,"[454260.0, 558340.0, 758580.0, 546170.0, 538880.0]"
664040.0,"[581831.0, 459290.0, 413814.0, 548760.0, 662910.0]"
675450.0,"[356390.0, 775390.0, 244750.0, 687590.0, 500080.0]"
676680.0,"[762350.0, 513820.0, 334090.0, 707960.0, 727140.0]"
630830.0,"[602750.0, 496360.0, 695190.0, 675220.0, 626534.0]"
667960.0,"[659510.0, 558150.0, 664180.0, 544490.0, 544120.0]"
659510.0,"[667960.0, 664180.0, 543860.0, 517350.0, 605350.0]"
664180.0,"[667960.0, 659510.0, 544490.0, 544120.0, 544890.0]"
673360.0,"[752350.0, 736320.0, 674450.0, 489140.0, 674590.0]"
623262.0,"[638550.0, 569500.0, 429760.0, 335570.0, 611690.0]"
636134.0,"[392810.0, 274440.0, 448050.0, 301560.0, 429280.0]"
672000.0,"[509820.0, 330180.0, 352182.0, 434900.0, 725980.0]"
682340.0,"[654970.0, 509742.0, 279280.0, 359280.0, 762350.0]"
650670.0,"[645671.0, 300360.0, 335430.0, 550270.0, 302730.0]"
676240.0,"[325981.0, 356580.0, 445310.0, 661120.0, 653840.0]"
555370.0,"[307760.0, 683760.0, 39630.0, 489845.0, 736000.0]"
667240.0,"[754160.0, 715192.0, 273300.0, 513116.0, 347580.0]"
645911.0,"[600210.0, 576700.0, 703870.0, 575830.0, 492979.0]"
681090.0,"[537151.0, 422590.0, 522610.0, 547900.0, 671230.0]"
681610.0,"[491580.0, 434067.0, 708480.0, 620200.0, 430250.0]"
676410.0,"[728050.0, 675800.0, 698560.0, 653080.0, 513310.0]"
675810.0,"[681190.0, 494074.0, 514580.0, 398120.0, 753380.0]"
675780.0,"[392646.0, 682920.0, 611850.0, 571310.0, 258371.0]"
675820.0,"[619280.0, 393600.0, 510940.0, 504300.0, 471550.0]"
670500.0,"[315440.0, 226370.0, 616850.0, 607090.0, 208833.0]"
616220.0,"[616220.0, 543070.0, 652990.0, 615260.0, 708190.0]"
676540.0,"[737830.0, 733940.0, 754300.0, 742470.0, 752690.0]"
677230.0,"[677230.0, 657200.0, 369770.0, 497620.0, 378540.0]"
537325.0,"[667860.0, 732760.0, 720600.0, 734700.0, 698370.0]"
670580.0,"[484930.0, 637781.0, 734280.0, 744890.0, 712970.0]"
670581.0,"[670581.0, 706130.0, 745510.0, 748850.0, 585900.0]"
670584.0,"[670584.0, 745510.0, 670480.0, 677996.0, 585900.0]"
670480.0,"[670581.0, 706130.0, 745510.0, 748850.0, 585900.0]"
674450.0,"[666450.0, 498850.0, 622690.0, 669350.0, 517350.0]"
338810.0,"[338810.0, 431700.0, 756140.0, 719640.0, 759500.0]"
575450.0,"[499210.0, 677992.0, 745880.0, 575450.0, 706110.0]"
671460.0,"[697930.0, 756070.0, 422160.0, 726500.0, 348340.0]"
686670.0,"[676800.0, 707920.0, 710080.0, 337730.0, 371280.0]"
495050.0,"[637711.0, 678080.0, 637712.0, 710630.0, 670180.0]"
637711.0,"[678080.0, 637711.0, 495050.0, 710630.0, 695010.0]"
678080.0,"[678080.0, 637711.0, 495050.0, 710630.0, 695010.0]"
637712.0,"[678080.0, 637711.0, 495050.0, 710630.0, 695010.0]"
637714.0,"[493900.0, 427678.0, 427677.0, 623133.0, 504640.0]"
606730.0,"[353390.0, 389911.0, 241368.0, 676710.0, 624620.0]"
671070.0,"[590180.0, 389421.0, 492891.0, 211800.0, 496850.0]"
665230.0,"[47790.0, 369777.0, 485640.0, 495630.0, 592340.0]"
651020.0,"[542130.0, 361280.0, 386920.0, 488470.0, 686550.0]"
664780.0,"[294917.0, 239550.0, 228600.0, 746430.0, 341390.0]"
658400.0,"[254700.0, 43500.0, 681290.0, 35420.0, 32430.0]"
684720.0,"[572410.0, 726390.0, 684290.0, 695320.0, 358090.0]"
692140.0,"[693634.0, 501050.0, 677650.0, 643120.0, 565351.0]"
681520.0,"[566240.0, 682580.0, 548680.0, 581400.0, 580820.0]"
680500.0,"[680500.0, 613710.0, 661530.0, 715193.0, 624890.0]"
684870.0,"[456231.0, 562240.0, 317850.0, 358870.0, 511450.0]"
682920.0,"[392646.0, 611850.0, 571310.0, 258371.0, 683070.0]"
503620.0,"[512430.0, 387920.0, 629360.0, 449394.0, 591983.0]"
597220.0,"[649020.0, 493900.0, 627460.0, 505080.0, 427677.0]"
653870.0,"[699860.0, 708940.0, 623266.0, 676070.0, 626561.0]"
669340.0,"[491580.0, 434067.0, 708480.0, 620200.0, 430250.0]"
666080.0,"[732760.0, 657440.0, 698370.0, 716480.0, 720600.0]"
657040.0,"[755270.0, 464840.0, 602472.0, 729780.0, 685700.0]"
508980.0,"[267670.0, 740510.0, 660270.0, 370670.0, 317510.0]"
688000.0,"[655180.0, 710550.0, 533960.0, 476930.0, 649431.0]"
288860.0,"[655180.0, 710550.0, 533960.0, 476930.0, 649431.0]"
654140.0,"[492942.0, 379241.0, 526121.0, 530598.0, 557290.0]"
504300.0,"[619280.0, 393600.0, 510940.0, 471550.0, 508990.0]"
690450.0,"[511940.0, 735350.0, 289022.0, 678220.0, 675357.0]"
397310.0,"[661030.0, 534560.0, 473610.0, 682581.0, 649740.0]"
686550.0,"[574672.0, 428440.0, 548320.0, 469850.0, 438860.0]"
373930.0,"[337630.0, 637738.0, 496820.0, 510610.0, 431350.0]"
691950.0,"[423440.0, 466540.0, 339440.0, 768340.0, 517050.0]"
601980.0,"[469880.0, 665120.0, 413210.0, 681780.0, 687910.0]"
666540.0,"[589410.0, 592740.0, 524420.0, 514140.0, 265141.0]"
665060.0,"[665060.0, 752850.0, 710610.0, 470470.0, 745440.0]"
672110.0,"[696730.0, 247306.0, 766450.0, 625790.0, 434900.0]"
693510.0,"[701980.0, 693590.0, 693510.0, 654900.0, 594540.0]"
666250.0,"[637754.0, 751840.0, 632730.0, 637756.0, 666250.0]"
671700.0,"[637754.0, 751840.0, 632730.0, 637756.0, 666250.0]"
676490.0,"[637754.0, 751840.0, 632730.0, 637756.0, 666250.0]"
603140.0,"[719340.0, 498720.0, 593720.0, 523680.0, 351551.0]"
685790.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
683160.0,"[689030.0, 748540.0, 708172.0, 383520.0, 311120.0]"
685750.0,"[744340.0, 618690.0, 692290.0, 768830.0, 538352.0]"
684820.0,"[361843.0, 561816.0, 572520.0, 429711.0, 550070.0]"
658710.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
687500.0,"[458330.0, 637753.0, 307920.0, 615520.0, 365870.0]"
569130.0,"[414680.0, 567080.0, 432380.0, 408880.0, 319000.0]"
687480.0,"[267670.0, 740510.0, 660270.0, 370670.0, 317510.0]"
564080.0,"[32360.0, 369822.0, 734820.0, 312290.0, 364190.0]"
694300.0,"[237950.0, 410750.0, 500280.0, 551150.0, 525188.0]"
664140.0,"[462603.0, 664140.0, 750910.0, 697710.0, 686990.0]"
650760.0,"[468724.0, 553660.0, 215280.0, 759330.0, 595320.0]"
695530.0,"[15920.0, 245620.0, 342750.0, 306399.0, 290490.0]"
654173.0,"[690220.0, 594870.0, 680120.0, 495140.0, 591983.0]"
690220.0,"[528052.0, 719610.0, 654173.0, 594870.0, 271425.0]"
441790.0,"[373491.0, 622040.0, 558460.0, 304580.0, 653891.0]"
688180.0,"[549940.0, 600920.0, 421120.0, 563590.0, 555030.0]"
689750.0,"[552390.0, 737530.0, 621210.0, 304310.0, 270910.0]"
658490.0,"[681750.0, 545560.0, 567810.0, 647410.0, 610500.0]"
675420.0,"[672720.0, 717400.0, 689350.0, 675420.0, 688030.0]"
650790.0,"[622760.0, 607980.0, 513550.0, 565240.0, 592860.0]"
637715.0,"[711330.0, 513480.0, 433020.0, 642790.0, 430094.0]"
637719.0,"[355920.0, 382170.0, 720200.0, 392280.0, 311910.0]"
535520.0,"[113200.0, 343425.0, 465292.0, 606720.0, 214420.0]"
433050.0,"[610698.0, 645440.0, 641870.0, 591940.0, 433050.0]"
694200.0,"[497160.0, 756620.0, 656460.0, 715910.0, 713030.0]"
612340.0,"[612340.0, 687510.0, 492943.0, 492944.0, 466544.0]"
669350.0,"[666450.0, 674450.0, 664180.0, 470470.0, 558150.0]"
675130.0,"[602811.0, 711580.0, 672030.0, 376944.0, 679340.0]"
695080.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
584370.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
696030.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
687600.0,"[301730.0, 390369.0, 379990.0, 324390.0, 387280.0]"
668520.0,"[509620.0, 226673.0, 533870.0, 590247.0, 754040.0]"
676070.0,"[368780.0, 699860.0, 653870.0, 476880.0, 708940.0]"
669390.0,"[763730.0, 564780.0, 574320.0, 534260.0, 457197.0]"
634012.0,"[434220.0, 369460.0, 422910.0, 762300.0, 556920.0]"
573490.0,"[766580.0, 697660.0, 688580.0, 693635.0, 694470.0]"
689350.0,"[672720.0, 717400.0, 689350.0, 675420.0, 688030.0]"
681500.0,"[439241.0, 295630.0, 639150.0, 415430.0, 333813.0]"
681510.0,"[48800.0, 770130.0, 655420.0, 662870.0, 216448.0]"
681511.0,"[537890.0, 562790.0, 577150.0, 687160.0, 741380.0]"
681512.0,"[452680.0, 700420.0, 526122.0, 520871.0, 409650.0]"
675720.0,"[690860.0, 422080.0, 536510.0, 530130.0, 520990.0]"
668460.0,"[742020.0, 735240.0, 685750.0, 577540.0, 720860.0]"
686690.0,"[488700.0, 235940.0, 387550.0, 622690.0, 446840.0]"
681410.0,"[526670.0, 488993.0, 593980.0, 379545.0, 527210.0]"
688380.0,"[660450.0, 557970.0, 614340.0, 591010.0, 413990.0]"
670460.0,"[572382.0, 593470.0, 572381.0, 392330.0, 562280.0]"
692040.0,"[413910.0, 359650.0, 450098.0, 482990.0, 287200.0]"
686510.0,"[529110.0, 15080.0, 268101.0, 575190.0, 259810.0]"
682130.0,"[271498.0, 448820.0, 377340.0, 377350.0, 498210.0]"
688580.0,"[722400.0, 724340.0, 758650.0, 577160.0, 561544.0]"
564681.0,"[592373.0, 687120.0, 564681.0, 740070.0, 758300.0]"
682100.0,"[502730.0, 582100.0, 563410.0, 582230.0, 621700.0]"
658420.0,"[602811.0, 711580.0, 672030.0, 376944.0, 679340.0]"
466130.0,"[597520.0, 488070.0, 706121.0, 612370.0, 440450.0]"
414231.0,"[656970.0, 376770.0, 406230.0, 723790.0, 742060.0]"
693880.0,"[684630.0, 465000.0, 355740.0, 297142.0, 331891.0]"
623880.0,"[240720.0, 630917.0, 264804.0, 759590.0, 382490.0]"
688520.0,"[715770.0, 743280.0, 751970.0, 724060.0, 541410.0]"
688530.0,"[259810.0, 700870.0, 529110.0, 723110.0, 35720.0]"
656970.0,"[650790.0, 553340.0, 561546.0, 742060.0, 601010.0]"
693240.0,"[693240.0, 512930.0, 504400.0, 684750.0, 376250.0]"
687100.0,"[687100.0, 328022.0, 357100.0, 361060.0, 582572.0]"
693650.0,"[715460.0, 650233.0, 680070.0, 455900.0, 418221.0]"
687110.0,"[514620.0, 534320.0, 693624.0, 376972.0, 626545.0]"
687160.0,"[687160.0, 741380.0, 602590.0, 681511.0, 722270.0]"
687120.0,"[592373.0, 687120.0, 564681.0, 740070.0, 758300.0]"
687130.0,"[676630.0, 302330.0, 637757.0, 97108.0, 750250.0]"
686990.0,"[697710.0, 737740.0, 743480.0, 462603.0, 664140.0]"
687030.0,"[237950.0, 410750.0, 690000.0, 500280.0, 551150.0]"
687000.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
694510.0,"[281603.0, 274120.0, 709780.0, 320210.0, 769130.0]"
686610.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
698810.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
701840.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
700930.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
697570.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
697560.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
697510.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
697480.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
697620.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
698090.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
696670.0,"[687000.0, 698810.0, 756420.0, 701840.0, 700930.0]"
699250.0,"[694820.0, 533551.0, 738480.0, 710630.0, 614300.0]"
381020.0,"[382470.0, 707770.0, 384180.0, 590190.0, 415570.0]"
645750.0,"[597210.0, 590198.0, 702190.0, 757410.0, 231740.0]"
691140.0,"[735900.0, 691140.0, 382870.0, 277731.0, 292050.0]"
589530.0,"[650140.0, 730632.0, 730080.0, 620150.0, 354465.0]"
663580.0,"[429960.0, 309890.0, 442000.0, 378410.0, 592813.0]"
650140.0,"[589530.0, 730632.0, 730080.0, 620150.0, 354465.0]"
602621.0,"[680550.0, 653890.0, 574961.0, 513630.0, 437740.0]"
693090.0,"[665440.0, 491330.0, 386340.0, 292711.0, 404450.0]"
668890.0,"[492090.0, 590244.0, 565323.0, 439630.0, 631310.0]"
495140.0,"[574673.0, 709290.0, 654173.0, 591983.0, 654260.0]"
698470.0,"[686870.0, 626545.0, 376972.0, 731770.0, 514620.0]"
439370.0,"[527960.0, 658910.0, 426190.0, 680250.0, 485390.0]"
674750.0,"[728302.0, 492975.0, 750870.0, 394120.0, 667060.0]"
697960.0,"[757230.0, 709940.0, 648730.0, 657431.0, 634580.0]"
622670.0,"[706000.0, 685310.0, 693160.0, 622670.0, 495820.0]"
661600.0,"[712400.0, 630290.0, 761440.0, 529000.0, 455221.0]"
619730.0,"[619730.0, 762770.0, 715090.0, 597840.0, 675560.0]"
680310.0,"[458700.0, 585800.0, 369815.0, 509920.0, 764560.0]"
630460.0,"[685430.0, 550340.0, 457710.0, 753001.0, 437530.0]"
678280.0,"[681680.0, 356510.0, 385120.0, 396890.0, 503710.0]"
594950.0,"[200620.0, 491160.0, 707080.0, 722710.0, 426450.0]"
656040.0,"[736750.0, 712390.0, 360092.0, 49310.0, 385760.0]"
661030.0,"[237950.0, 410750.0, 690000.0, 500280.0, 551150.0]"
680860.0,"[700780.0, 712430.0, 537826.0, 333710.0, 540070.0]"
634180.0,"[723500.0, 398913.0, 539450.0, 693440.0, 569244.0]"
696110.0,"[605480.0, 299600.0, 658381.0, 511120.0, 458445.0]"
690180.0,"[622370.0, 728700.0, 452810.0, 605353.0, 512160.0]"
585800.0,"[458700.0, 369815.0, 509920.0, 764560.0, 609830.0]"
665930.0,"[655550.0, 602260.0, 558150.0, 616330.0, 592130.0]"
593380.0,"[524630.0, 249101.0, 463902.0, 405930.0, 655080.0]"
515010.0,"[688254.0, 470240.0, 474620.0, 434790.0, 760420.0]"
