developer,item_id,posted_year,count
Creative Assembly,343462,2015,1
"Lion Game Lion,OVERKILL - a Starbreeze Studio.",374300,2015,1
OVERKILL - a Starbreeze Studio.,374301,2015,1
PestoForce,283080,2015,1
Split Polygon,363360,2015,1
Holy Priest,351640,2015,11
Slightly Mad Studios,334772,2015,1
Michaela Laws,367120,2015,4
"Jetdogs Studios,Zoom Out Games",360640,2015,1
Mint Age Studios,375510,2015,3
Splash Damage,333930,2015,71
ToMorning Productions,268970,2015,1
"Northway Games,Sarah Northway",257170,2015,1
Frontwing,345610,2015,2
"高考恋爱委员会,橘子班",347620,2015,1
"Idea Factory,Compile Heart,Felistella",351710,2015,3
Aurelien Regard,332250,2015,1
Lighthouse Games Studio,330580,2015,1
"Gromada,Buka Entertainment",352130,2015,1
Pieces Interactive,238370,2015,1
Dylan Fitterer,235800,2013,3
Dylan Fitterer,235800,2014,7
Zandel Media,354650,2015,1
John Cullen,370150,2015,1
Daniel Jonathan Bourke,351800,2015,3
OVERKILL - a Starbreeze Studio.,366660,2015,2
Grey Alien Games,351090,2015,1
Stolen Couch Games,304950,2015,1
Radical Fish Games,368340,2015,1
Roll7,274270,2015,1
Thomas Happ Games LLC,332200,2015,1
Klei Entertainment,243970,2014,2
Klei Entertainment,243970,2015,2
AGC,368990,2015,1
Carmine T. Guida,340350,2015,1
Drixy Games,369000,2015,1
Pribuni,370190,2015,1
OVERKILL - a Starbreeze Studio.,368870,2015,1
Koga Tech Limited,367670,2015,1
MachineGames,350080,2015,4
Crowbar Collective,362890,2015,10
"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",289760,2014,2
DeXP,365070,2015,1
OVERKILL - a Starbreeze Studio.,349830,2015,1
Game in a Bottle,296490,2015,1
"Jagex,Artplant",299360,2014,2
"Jagex,Artplant",299360,2015,10
"Finji,Kittehface Software",358960,2015,1
Coredumping,362620,2015,1
AMPLITUDE Studios,357360,2015,1
Behold Studios,251130,2015,1
Halfbus,340150,2015,1
stage-nana,264380,2014,7
stage-nana,264380,2015,2
Undead Labs,329430,2015,1
Squad,220200,2013,25
Squad,220200,2014,47
Squad,220200,2015,21
Nate Schmold,293240,2014,1
"M2H,Blackmill Games",242860,2013,2
"M2H,Blackmill Games",242860,2014,20
"M2H,Blackmill Games",242860,2015,24
WayForward,345820,2015,2
Climax Studios,354380,2015,1
Retro Yeti Games,361630,2015,3
TB Games,351290,2015,7
Rockstar North,271590,2015,131
"NetherRealm Studios,High Voltage Software",307780,2015,11
Running With Scissors,360960,2015,1
LDC Studios,363480,2015,1
"Nina Freeman,Laura Knetzger,Stephen Lawrence Clark",364450,2015,1
Zero Sum Games,252450,2015,1
Bossa Studios,327890,2014,3
Bossa Studios,327890,2015,4
"Circle Five Studios,Pub Games",321360,2014,1
"Circle Five Studios,Pub Games",321360,2015,2
House of Tales,343000,2015,1
AtomicTorch Studio,324260,2015,1
Acid Nerve,297130,2015,1
"Expansive Worlds,Avalanche Studios",322920,2014,3
"Expansive Worlds,Avalanche Studios",322920,2015,5
Obsidian Entertainment,291650,2015,2
Four Quarters,354240,2015,1
Zeiva Inc,348620,2015,5
Heartbit Interactive,318130,2015,1
Brainchild,356380,2015,1
Triangle Studios,342620,2015,1
Owlchemy Labs,234920,2015,1
vidiludi games and entertainment,348670,2015,1
Zenimax Online Studios,306130,2014,2
Zenimax Online Studios,306130,2015,16
InterAction studios,353090,2015,1
Rubycone,334070,2015,1
"Ubisoft Sofia,Ubisoft Kiev",311560,2015,5
Colossal Order Ltd.,255710,2015,42
Dennaton Games,274170,2015,6
Moon Studios GmbH,261570,2015,25
Capcom,320350,2015,1
Ronimo Games,351461,2015,1
"Milan Kazarka,Jeroen van Oosten",351790,2015,2
Locomotivah,351900,2015,2
SDEnterNet,338540,2015,1
"Signal Studios,Smart Ghost",307880,2015,7
"Mario von Rickenbach,Michael Frei",353560,2015,5
Rebellion,301640,2015,5
Scott Cawthon,354140,2015,12
Urban Games,350750,2015,1
"Crescent Moon Games,Cinopt Studios",328940,2014,1
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",353360,2015,4
Camouflaj,317100,2015,1
Lesley Dodd,341310,2015,1
Iridium Studios,319740,2015,2
Rhaon Entertainment,328060,2015,1
Erik Asmussen,270450,2014,3
Erik Asmussen,270450,2015,6
Keen Software House,333950,2015,8
Anisoptera Games,329130,2015,1
Shining Gate Software,323720,2015,1
Mouldy Toof Studios,298630,2014,8
Mouldy Toof Studios,298630,2015,23
Fermenter Games,346180,2015,1
Creative Assembly,325610,2015,10
Turtle Rock Studios,273350,2014,8
Turtle Rock Studios,273350,2015,17
Dingo Games,345200,2015,2
"M2 Co.,LTD",320760,2015,1
Payload Studios,285920,2015,4
Bob the Game Development Bot,340050,2015,1
minori,315810,2015,2
Anothink,348380,2015,1
MAGIX Software GmbH,330070,2015,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",282900,2015,19
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",319630,2015,87
Atelier 801,335240,2015,14
Zanrai Interactive,341530,2015,1
Spiderling Studios,346010,2015,40
Doctor Entertainment AB,214420,2014,2
Doctor Entertainment AB,214420,2015,9
Red Dwarf Games,346250,2015,2
Axis Game Factory LLC,337120,2015,1
Techland,239140,2015,41
Archive Entertainment,250420,2013,9
Archive Entertainment,250420,2014,7
Double Fine Productions,316790,2015,3
rdt.32,327640,2015,3
Endless Loop Studios,258050,2014,1
"Deep Silver Volition,High Voltage Software",301910,2015,8
"Binary Zoo,The Game Creators",338000,2015,5
Forever Entertainment S. A.,340310,2015,1
Winter Wolves,333390,2015,1
Gameguyz,335150,2015,2
GabberGames.com,322900,2015,1
EXE-CREATE,323450,2015,1
Atypical Games,304910,2015,1
"BitMonster, Inc.",332500,2015,5
YFC games,340460,2015,1
"Team Chaos, LLC",336100,2014,1
"Team Chaos, LLC",336100,2015,1
Microsoft Game Studios,314160,2014,2
Microsoft Game Studios,314160,2015,3
OVERKILL - a Starbreeze Studio.,337661,2015,1
Creative Assembly,327280,2014,1
Croteam,257510,2014,1
Croteam,257510,2015,6
Renegade Kid,319140,2015,1
Brytenwalda,321300,2014,2
Brytenwalda,321300,2015,2
Exe Games Inc.,335330,2014,1
Exe Games Inc.,335330,2015,1
Big Ant Studios,312930,2014,1
Big Ant Studios,312930,2015,1
Crystal Dynamics,289690,2014,1
"JumpStart Games, Inc.",332070,2015,1
"Schine, GmbH",244770,2015,4
DoubleBear Productions,239840,2014,2
Glass Knuckle Games,331220,2015,1
ALICE IN DISSONANCE,286260,2015,1
Ivory Tower in collaboration with Ubisoft Reflections,241560,2014,5
Ivory Tower in collaboration with Ubisoft Reflections,241560,2015,2
Ivory Tower in collaboration with Ubisoft Reflections,315396,2015,1
Telltale Games,330840,2014,3
Telltale Games,330840,2015,10
PostMod Softworks,297350,2014,1
PostMod Softworks,297350,2015,1
Alternative Software Ltd,328830,2014,1
JIW-Games,324080,2015,1
SCS Software,318520,2014,1
GameArt Studio GmbH,317440,2014,1
"Lucid Games,Aspyr (Mac &amp; Linux)",310790,2015,3
Telltale Games,330830,2014,11
Telltale Games,330830,2015,21
Spicy Horse,230310,2013,1
"Jackbox Games, Inc.",331670,2015,3
Strike Games,263480,2014,1
"OCR Dev Team,Onur Uça",311400,2015,1
11 bit studios,282070,2014,6
11 bit studios,282070,2015,12
Numantian Games,296570,2015,1
Ninja Kiwi,306020,2014,2
Ninja Kiwi,306020,2015,4
Soviet Games,331470,2014,8
Soviet Games,331470,2015,4
OVERKILL - a Starbreeze Studio.,331900,2014,1
Hunted Cow Studios,298160,2014,4
Hunted Cow Studios,298160,2015,1
Scott Cawthon,332800,2014,14
Scott Cawthon,332800,2015,18
Ubisoft,289650,2014,14
Ubisoft,289650,2015,4
SEGA,294860,2014,5
SEGA,294860,2015,5
"2K Australia,Gearbox Software,Aspyr (Mac &amp; Linux)",275690,2015,1
"Vblank Entertainment, Inc.",204630,2012,1
"Vblank Entertainment, Inc.",204630,2014,4
"TT Games Ltd,Feral Interactive (Mac)",313690,2014,1
"TT Games Ltd,Feral Interactive (Mac)",313690,2015,2
"CyberConnect2 Co., Ltd.",318710,2014,1
Ultravision Interactive,326990,2015,1
Rival Games Ltd,319970,2015,1
"CI Games,Deck 13",265300,2014,1
"CI Games,Deck 13",265300,2015,1
Tin Man Games,270490,2015,2
Epiphany Games,284140,2015,1
"Sledgehammer Games,Raven Software",209650,2014,17
"Sledgehammer Games,Raven Software",209650,2015,12
"Sledgehammer Games,Raven Software",317660,2014,1
Digital Confectioners,274940,2014,9
Digital Confectioners,274940,2015,22
AMPLITUDE Studios,249050,2013,3
AMPLITUDE Studios,249050,2014,4
AMPLITUDE Studios,249050,2015,2
Mountain Sheep,321980,2014,1
Double Action Factory,317360,2014,11
Double Action Factory,317360,2015,13
"Firaxis Games,Aspyr (Mac, Linux)",65980,2014,8
"Firaxis Games,Aspyr (Mac, Linux)",65980,2015,12
"Tomi Maarela,Elias Viglione",318430,2014,1
"Tomi Maarela,Elias Viglione",318430,2015,9
Milkstone Studios,308420,2014,5
Milkstone Studios,308420,2015,1
Digerati Distribution,250580,2013,1
Digerati Distribution,250580,2014,1
Digerati Distribution,250580,2015,2
KillHouse Games,248610,2014,4
KillHouse Games,248610,2015,3
Full Control,256010,2014,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",322060,2014,1
5 Bits Games,284460,2014,1
5 Bits Games,284460,2015,2
BattleGoat Studios,314980,2014,1
"Rudolf Kremers &amp; Alex May,Tuna",221180,2014,1
Almost Human Games,251730,2015,1
Lavaboots Studios,327860,2015,4
"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",261640,2014,21
"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",261640,2015,17
"United Front Games,Feral Interactive (Mac)",307690,2015,5
9heads Game Studios,251170,2014,3
9heads Game Studios,251170,2015,4
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",214490,2014,13
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",214490,2015,12
Square Enix,292120,2014,4
Square Enix,292120,2015,2
Crytek,302510,2014,2
Crytek,302510,2015,3
Smack Down Productions,325110,2015,1
Eurocom,316260,2014,1
OVERKILL - a Starbreeze Studio.,323500,2014,4
Vine,321830,2014,3
Arrowhead Game Studios,258970,2014,4
Italic Pig,295490,2015,1
Deck13 Hamburg,289930,2014,1
Deck13 Hamburg,289930,2015,1
Qwiboo Ltd,317510,2015,1
Sixteen Tons Entertainment,323610,2015,3
The Astronauts,258520,2014,3
The Astronauts,258520,2015,3
Little Green Men Games,236150,2014,2
Little Green Men Games,236150,2015,1
Phigames,278620,2014,2
Breakfall,263020,2014,4
Housemarque,305050,2014,1
Valve,323180,2014,1
Valve,323180,2015,2
Valve,323140,2015,1
"Turtle Cream,PokPoong Games",299660,2014,2
id Software,282440,2014,12
id Software,282440,2015,5
"Square Enix,DotEmu SAS.",312750,2014,1
"Square Enix,DotEmu SAS.",312750,2015,1
Harebrained Schemes,300550,2015,2
IDHAS Studios,321840,2014,1
Rail Slave Games,292630,2015,1
Matthew Brown,304410,2015,1
LGK Games,306550,2014,1
Urban Games,304730,2014,1
Elijah Newman-Gomez,266430,2014,4
Elijah Newman-Gomez,266430,2015,5
"Mediatonic,Hato Moa,The Irregular Corporation",310080,2014,1
"Mediatonic,Hato Moa,The Irregular Corporation",310080,2015,5
On The Level Game Studios,313590,2014,1
Capcom Game Studio Vancouver,265550,2014,10
Capcom Game Studio Vancouver,265550,2015,1
Uber Entertainment,321580,2015,1
Lightmare Studios,257730,2014,4
Razorworks,315600,2015,1
Double Fine Productions,246070,2014,1
Team Reptile,261180,2014,8
Team Reptile,261180,2015,5
Psychic Software,295710,2015,1
David OReilly,313340,2014,10
David OReilly,313340,2015,11
SFB Games,272600,2014,1
SFB Games,272600,2015,1
Spearhead Games,285580,2014,2
"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",270170,2014,4
"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",270170,2015,1
Piranha Bytes,249230,2015,1
Scott Cawthon,319510,2014,30
Scott Cawthon,319510,2015,10
Cosmic Cow LLC,317470,2014,2
SMG Studio,312630,2014,1
SMG Studio,312630,2015,2
Capcom,45760,2013,2
Capcom,45760,2014,7
Capcom,45760,2015,2
Ganz,293500,2014,2
Ganz,293500,2015,1
Brilliant Skies Ltd.,268650,2015,6
Katauri,295550,2014,5
Katauri,295550,2015,1
DR Studios,305260,2014,3
DR Studios,305260,2015,1
"QUICKTEQUILA,Calum Bowen",317890,2014,1
Dead Shark Triplepunch,244590,2014,2
Dead Shark Triplepunch,244590,2015,2
TickTock Games,275510,2015,1
Masthead Studios Ltd,293540,2014,1
Stegersaurus Software Inc.,296470,2014,5
Stegersaurus Software Inc.,296470,2015,6
Codemasters Digital,287340,2015,1
Vitali Kirpu,264140,2013,3
Vitali Kirpu,264140,2014,9
Vitali Kirpu,264140,2015,2
QUICKTEQUILA,298600,2014,3
Retro Army Limited,311870,2015,1
Deconstructeam,274290,2014,1
@unepic_fran,233980,2013,3
@unepic_fran,233980,2014,1
@unepic_fran,233980,2015,1
Creability,298260,2014,5
Creability,298260,2015,2
Touz,312210,2014,2
Touz,312210,2015,1
JForce Games,274900,2014,4
JForce Games,274900,2015,7
"Roll7,General Arcade",274250,2014,1
Hexage,302970,2014,1
Aperture Tag Team,280740,2014,3
Aperture Tag Team,280740,2015,3
Hyper Hippo Games,312150,2014,2
Hyper Hippo Games,312150,2015,2
Elder Games,265120,2014,1
Vivid Games S.A.,296770,2015,1
KOG,237310,2013,3
KOG,237310,2014,6
KOG,237310,2015,8
"Bat Country Games, LLC",304670,2014,1
"Bat Country Games, LLC",304670,2015,1
Legend Studio,307130,2015,1
I Fight Bears,305070,2014,2
X-Legend,268420,2014,9
X-Legend,268420,2015,7
TickTock Games,275530,2014,2
STUDIO RADI-8,244630,2014,2
Smartly Dressed Games,306460,2014,1
Smartly Dressed Games,306460,2015,6
DarkElite,307070,2014,1
DarkElite,307070,2015,1
Ubisoft Montpellier,260230,2014,11
Ubisoft Montpellier,260230,2015,10
Big Ant Studios,216260,2014,1
Big Ant Studios,216260,2015,3
Yacht Club Games,250760,2014,7
Yacht Club Games,250760,2015,6
"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",255220,2014,2
"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",255220,2015,4
Rebellion,238090,2014,5
Rebellion,238090,2015,7
Spicy Tails,269250,2015,1
Choice of Games,299540,2014,1
Choice of Games,299540,2015,1
Oovee® Game Studios,263280,2014,16
Oovee® Game Studios,263280,2015,8
Passtech Games,275670,2014,1
Hammer Labs,266390,2014,1
"SkyBox Labs,Big Huge Games",287450,2014,10
"SkyBox Labs,Big Huge Games",287450,2015,2
Suspicious Developments,302380,2014,7
Suspicious Developments,302380,2015,1
Humongous Entertainment,294570,2015,2
Ironsun Studios,287120,2015,1
Jujubee S.A.,298340,2014,1
Microblast Games,303390,2014,2
Microblast Games,303390,2015,5
Proxy Studios,287580,2015,1
Edelweiss,283680,2014,1
Airtight Games,233290,2014,3
Airtight Games,233290,2015,1
Key17 Games,296050,2014,1
"Expansive Worlds,Avalanche Studios",253710,2014,10
"Expansive Worlds,Avalanche Studios",253710,2015,8
SCS Software,302080,2014,1
SCS Software,302080,2015,1
"Trion Worlds, Inc.",224600,2013,7
"Trion Worlds, Inc.",224600,2014,16
"Trion Worlds, Inc.",224600,2015,3
Glass Knuckle Games,299780,2014,1
Phenomenon Games,268220,2014,1
Phenomenon Games,268220,2015,1
Krillbite Studio,250620,2014,4
Krillbite Studio,250620,2015,2
Axis Game Factory,270940,2015,1
The Working Parts,294140,2014,1
"Sparpweed,Codeglue",95400,2015,4
Ubisoft,243470,2014,19
Ubisoft,243470,2015,6
Square Enix,239120,2014,1
Square Enix,239120,2015,1
Nomad Games,275610,2014,1
Gone North Games,278360,2015,3
Firebase Industries Ltd.,297330,2015,1
kunst-stoff GmbH,296650,2014,1
Machine Games,201810,2014,16
Machine Games,201810,2015,11
Supergiant Games,237930,2014,17
Supergiant Games,237930,2015,13
The Game Kitchen,284390,2015,1
Chris Sawyer Productions,285330,2014,1
Chris Sawyer Productions,285310,2014,1
Chris Sawyer Productions,285310,2015,1
Noble Empire Corp.,262410,2014,14
Noble Empire Corp.,262410,2015,5
Secret Exit Ltd.,263760,2014,14
Secret Exit Ltd.,263760,2015,2
VIS - Visual Imagination Software,291910,2014,1
Smolders,300220,2015,1
Press Play,255390,2014,1
Vagabond Dog,274310,2014,4
DL Softworks,301750,2015,2
Orange_Juice,282800,2014,2
Orange_Juice,282800,2015,2
Meteoric Games,291250,2015,1
"KOEI TECMO GAMES CO., LTD.",278080,2014,3
"KOEI TECMO GAMES CO., LTD.",278080,2015,2
Osumia Games,270150,2015,2
Over the Top Games,225280,2015,1
3D Realms (Apogee Software),358260,2015,1
Redwood Games,358340,2015,1
OVERKILL - a Starbreeze Studio.,259380,2015,1
Mirillis,228180,2014,2
Big Finish Games,261510,2015,1
Grip Games,251630,2014,1
Grip Games,251630,2015,1
Scott Cawthon,298180,2015,1
AwesomeBlade,296910,2015,1
"Masangsoft, Inc.",242720,2014,16
"Masangsoft, Inc.",242720,2015,3
Humongous Entertainment,292240,2014,1
Humongous Entertainment,292780,2014,1
Big Robot Ltd,242880,2013,2
Big Robot Ltd,242880,2014,6
Big Robot Ltd,242880,2015,1
Axis Game Factory,270941,2015,1
3D Realms (Apogee Software),358250,2015,1
Moonlite Software,358290,2015,1
"FromSoftware, Inc",236430,2014,30
"FromSoftware, Inc",236430,2015,5
CodeBrush Games,207230,2013,4
CodeBrush Games,207230,2014,10
CodeBrush Games,207230,2015,8
Crazy Moo Games,275490,2014,1
"Boolat Games,Alawar Entertainment",296240,2014,1
Hitcents,280930,2014,1
Zombie Studios,230840,2014,1
Ubisoft Montréal,256290,2014,4
Ubisoft Montréal,256290,2015,1
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",245490,2014,3
Microblast Games,293180,2015,1
Stridemann,286080,2014,12
Stridemann,286080,2015,2
Lab Zero Games,245175,2015,1
Infinite Monkeys Entertainment Ltd.,250050,2014,1
Eugen Systems,251060,2014,7
Eugen Systems,251060,2015,3
GolemLabs,282400,2015,1
Born Ready Games,288370,2014,1
"Traveller's Tales,Feral Interactive (Mac)",285160,2014,1
"Traveller's Tales,Feral Interactive (Mac)",285160,2015,1
Ino-Co Plus,205990,2015,1
Bohemia Interactive,275700,2015,1
Frogdice,286200,2014,1
Lion's Shade,263740,2014,2
Lion's Shade,263740,2015,1
Pyro Studios,277460,2014,1
Pyro Studios,277450,2015,1
NGD Studios,258590,2014,1
Knuckle Cracker,280220,2014,1
Knuckle Cracker,280220,2015,1
Sproing,276340,2014,1
Sproing,276340,2015,1
Awesome Games Studio,270550,2014,18
Awesome Games Studio,270550,2015,12
Nerd Kingdom Inc.,277930,2015,1
TreeFortress Games,269490,2015,1
Coffee Stain Studios,265930,2014,130
Coffee Stain Studios,265930,2015,20
GameORE,281370,2015,1
Klei Entertainment,282470,2014,3
Tragnarion Studios,227560,2014,1
Milestone S.r.l.,256370,2015,1
"Mighty Rabbit Studios,Gun.",266130,2014,2
"Mighty Rabbit Studios,Gun.",266130,2015,1
Blackpowder Games,243120,2013,1
Burut CT,281410,2014,1
Curve Studios,281820,2014,1
Infinity Ward,209160,2013,11
Infinity Ward,209160,2014,19
Infinity Ward,209160,2015,4
Gremlin Interactive,283430,2015,1
"Flashback Games,The Lordz Games Studio",268400,2015,1
Idol FX,283290,2015,1
Mechanist Games,266070,2014,3
Simogo,269050,2014,2
Simogo,269050,2015,2
Rocket Bear Games,204530,2014,1
Rocket Bear Games,204530,2015,1
DolphinBarn,261880,2014,1
Wyrmbyte,263500,2014,2
Hydravision Entertainment,254480,2014,1
BANDAI NAMCO Studio Inc.,236470,2015,1
Capcom,254700,2014,1
Capcom,254700,2015,1
"Eidos-Montréal,Feral Interactive (Mac)",239160,2014,7
Smoking WOLF,266210,2014,2
Smoking WOLF,266210,2015,2
Silver Dollar Games,264200,2014,17
Silver Dollar Games,264200,2015,13
Tomoaki Sugeno,281050,2014,1
Obsidian Entertainment,213670,2014,45
Obsidian Entertainment,213670,2015,13
Terrible Posture Games,266110,2014,1
Terrible Posture Games,266110,2015,1
Celsius Game Studios,259450,2015,1
"Dejobaan Games, LLC",209060,2013,1
"Dejobaan Games, LLC",209060,2014,3
OVERDRIVE,251870,2014,5
OVERDRIVE,251870,2015,6
Dancing Dragon Games,278460,2014,1
Climax Studios,233350,2014,1
Square Enix,39210,2014,1
Square Enix,39210,2015,4
Cyanide,219700,2014,1
Artifex Mundi,259740,2014,1
Rake in Grass,262260,2014,1
Sakura River Interactive,259720,2014,2
Sakura River Interactive,259720,2015,1
"WayForward,Abstraction Games",252350,2014,2
"WayForward,Abstraction Games",252350,2015,2
"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",267530,2014,1
"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",267530,2015,3
Necrophone Games,250260,2014,10
Necrophone Games,250260,2015,7
Fred Wood,269270,2014,2
Fred Wood,269270,2015,1
Rail Slave Games,270090,2015,1
Voxler Games,268260,2014,1
CI Games,271500,2014,1
Edge of Reality,208090,2013,8
Edge of Reality,208090,2014,185
Edge of Reality,208090,2015,9
Ubisoft,238750,2014,2
Sweet Dog Studios,263200,2014,1
Ragequit Corporation,246700,2014,9
Double Fine Productions,232790,2014,7
Double Fine Productions,232790,2015,3
Daedalic Entertainment,249650,2015,1
Stoic,237990,2014,4
Stoic,237990,2015,3
Bugbear,228380,2014,15
Bugbear,228380,2015,5
Winter Wolves,257970,2014,1
PlatinumGames,235460,2014,14
PlatinumGames,235460,2015,5
Phr00t's Software,263360,2014,1
Yakiniku Banzai,263400,2014,1
Ironhide Game Studio,246420,2014,11
Ironhide Game Studio,246420,2015,1
Jason Oda,263340,2014,1
Semaphore,263680,2014,3
"Ville Mönkkönen,Anne Mönkkönen",263380,2014,1
Hörberg Productions,262550,2014,1
Hörberg Productions,262550,2015,1
Spicyhorse Games,252150,2014,2
Memetic Games,217100,2013,1
Memetic Games,217100,2014,1
Telltale Games,261030,2013,13
Telltale Games,261030,2014,43
Telltale Games,261030,2015,6
Arachnid Games,259390,2013,1
Arachnid Games,259390,2014,1
"Eric Hartman,Ben Garney,Anthony Rotondo",250340,2013,3
"Eric Hartman,Ben Garney,Anthony Rotondo",250340,2014,5
Avalanche Studios,259080,2013,26
Avalanche Studios,259080,2014,16
Avalanche Studios,259080,2015,9
Bohemia Interactive,221100,2013,48
Bohemia Interactive,221100,2014,238
Bohemia Interactive,221100,2015,60
MR-Software GbR,252530,2014,2
MR-Software GbR,252530,2015,2
Facepunch Studios,252490,2013,36
Facepunch Studios,252490,2014,257
Facepunch Studios,252490,2015,91
Spearhead Games,253690,2014,1
Spearhead Games,253690,2015,1
Blue Bottle Games,248860,2014,4
Blue Bottle Games,248860,2015,1
Fishcow Studio,265330,2014,1
Square Enix,39150,2013,3
Square Enix,39150,2014,3
Square Enix,39150,2015,2
Image &amp; Form,252410,2013,1
Image &amp; Form,252410,2014,1
Demiurge Studios,234330,2013,1
Demiurge Studios,234330,2014,3
Hitcents,248650,2013,2
StarQuail Games,253350,2014,1
Andrii Vintsevych,261980,2013,3
Andrii Vintsevych,261980,2015,1
Gamepires,243800,2014,1
Gamepires,243800,2015,2
"Gearbox Software,Aspyr (Mac &amp; Linux)",245910,2014,1
Phr00t's Software,259620,2014,2
Lonely Troops,259550,2014,1
OVERKILL - a Starbreeze Studio.,264610,2015,1
Egosoft,2870,2013,1
Egosoft,2870,2015,2
Compulsion Games,224460,2014,3
Compulsion Games,224460,2015,2
Critical Studio,218130,2013,4
Critical Studio,218130,2014,3
"NetherRealm Studios,High Voltage Software",242700,2013,1
"NetherRealm Studios,High Voltage Software",242700,2014,5
"NetherRealm Studios,High Voltage Software",242700,2015,3
Mixamo,257400,2015,1
Mighty Rocket Studio,233190,2014,1
No More Room in Hell Team,224260,2013,44
No More Room in Hell Team,224260,2014,76
No More Room in Hell Team,224260,2015,27
Creative Assembly,259800,2014,1
Creative Assembly,259800,2015,1
Gravity Interactive,215100,2015,2
"Koboldgames,Daedalic Entertainment",255300,2014,1
FarSight Studios,238260,2013,1
FarSight Studios,238260,2015,1
Kylotonn Entertainment,256070,2014,1
Cherry Pop Games,254440,2013,1
Cherry Pop Games,254440,2014,2
FireFly Studios,40950,2014,1
FireFly Studios,40970,2014,2
Minor Key Games,252630,2014,2
"United Independent Entertainment GmbH,Actalogic",252910,2015,1
Traveller's Tales,249130,2013,5
Traveller's Tales,249130,2014,16
Traveller's Tales,249130,2015,7
Ninja Theory,245280,2014,2
Ninja Theory,245280,2015,2
CyberConnect2 Co. Ltd.,234670,2014,18
"WB Games Montreal,Splash Damage",209000,2013,11
"WB Games Montreal,Splash Damage",209000,2014,20
"WB Games Montreal,Splash Damage",209000,2015,8
Milestone S.r.l.,256330,2014,2
BeautiFun Games,252670,2014,1
Swing Swing Submarine,235980,2013,1
Positech Games,245470,2014,12
Positech Games,245470,2015,1
Nomad Games,258200,2013,1
Team Reptile,248550,2014,1
Deep Silver Volition,238300,2015,1
Wild Games Studio,242800,2013,1
Flying Wild Hog,233130,2013,5
Flying Wild Hog,233130,2014,8
Flying Wild Hog,233130,2015,6
Treyarch,219103,2014,1
Treyarch,219103,2015,2
Dischan Media,248800,2013,1
Dischan Media,248800,2014,3
Studio Fizbin,251430,2014,1
Studio Fizbin,251430,2015,2
Starbreeze,253980,2014,2
Starbreeze,253980,2015,1
Ice-Pick Lodge,250380,2013,1
"FIX Korea, Co.LTD,FIX Games, Co. LTD",51100,2013,12
"FIX Korea, Co.LTD,FIX Games, Co. LTD",51100,2014,23
"FIX Korea, Co.LTD,FIX Games, Co. LTD",51100,2015,13
"Arcen Games, LLC",238910,2015,2
Vertigo Gaming Inc.,247020,2014,3
Vertigo Gaming Inc.,247020,2015,3
The Chinese Room,239200,2014,2
The Chinese Room,239200,2015,1
Bohemia Interactive,107410,2013,15
Bohemia Interactive,107410,2014,58
Bohemia Interactive,107410,2015,51
Crazy Viking Studios,247240,2014,1
SNK CORPORATION,222940,2015,2
Creative Assembly,214950,2013,11
Creative Assembly,214950,2014,30
Creative Assembly,214950,2015,10
Fullbright,232430,2013,6
Fullbright,232430,2014,16
Fullbright,232430,2015,5
Starbreeze Studios AB,225080,2013,3
Starbreeze Studios AB,225080,2014,19
Starbreeze Studios AB,225080,2015,6
Deep Silver Volition,247293,2015,1
Petit Depotto,249330,2014,1
2K Marin,65930,2014,5
2K Marin,65930,2015,1
Deep Silver Volition,206420,2013,24
Deep Silver Volition,206420,2014,62
Deep Silver Volition,206420,2015,35
"Iron Galaxy Studios, LLC",244730,2014,2
Ubisoft Toronto,235600,2013,1
Ubisoft Toronto,235600,2014,10
Ubisoft Toronto,235600,2015,2
Lab Zero Games,245170,2013,3
Lab Zero Games,245170,2014,13
Lab Zero Games,245170,2015,19
3909,239030,2013,11
3909,239030,2014,26
3909,239030,2015,8
DrinkBox Studios,214770,2014,9
Paradox Development Studio,236850,2013,2
Paradox Development Studio,236850,2014,17
Paradox Development Studio,236850,2015,11
Exato Games Studio,241720,2013,2
Exato Games Studio,241720,2014,1
Crackshell,239070,2013,1
Crackshell,239070,2014,5
Crackshell,239070,2015,1
OVERKILL - a Starbreeze Studio.,254260,2014,1
Test3 Projects,234390,2014,2
Test3 Projects,234390,2015,1
Stainless Games,213850,2013,2
Stainless Games,213850,2014,4
