target_game_id,similar_game_ids
482330.0,"[1581, 1582, 2286, 3950, 4043]"
482420.0,"[6947, 9581, 11064, 13283, 14207]"
482440.0,"[11012, 15684, 6852, 16556, 11775]"
482450.0,"[1056, 1127, 1247, 1271, 1449]"
482730.0,"[12805, 13286, 14205, 17974, 16576]"
482750.0,"[14775, 17975, 20422, 6385, 7627]"
482890.0,"[5829, 13288, 13354, 17617, 19855]"
482920.0,"[13289, 7196, 8448, 9844, 20780]"
482990.0,"[4418, 10886, 11021, 12253, 12637]"
483490.0,"[12552, 13291, 16557, 17591, 19139]"
483770.0,"[3030, 3988, 6065, 6111, 6370]"
483820.0,"[9956, 11069, 13293, 14000, 14985]"
483840.0,"[11928, 12131, 13294, 16570, 20009]"
483850.0,"[3534, 3644, 4242, 5203, 5427]"
483980.0,"[715, 930, 1017, 1495, 1553]"
484860.0,"[2306, 2307, 4908, 5639, 6185]"
484890.0,"[2149, 5239, 5358, 5431, 5967]"
484900.0,"[4694, 5817, 8140, 9880, 13299]"
484930.0,"[3403, 5767, 6935, 7176, 7383]"
484950.0,"[13301, 13771, 20598, 1943, 12264]"
484970.0,"[2703, 2800, 3439, 3549, 4215]"
485000.0,"[45, 77, 90, 92, 122]"
485010.0,"[176, 508, 531, 557, 690]"
485020.0,"[2703, 2800, 3439, 3549, 4215]"
485080.0,"[5755, 5800, 5805, 5806, 5807]"
485090.0,"[10339, 10386, 11063, 11755, 11756]"
485120.0,"[3065, 6687, 7960, 8083, 8139]"
485140.0,"[13204, 13205, 13206, 13207, 13208]"
485141.0,"[13204, 13205, 13206, 13207, 13208]"
485142.0,"[13204, 13205, 13206, 13207, 13208]"
485143.0,"[13204, 13205, 13206, 13207, 13208]"
485144.0,"[13204, 13205, 13206, 13207, 13208]"
485145.0,"[13204, 13205, 13206, 13207, 13208]"
485146.0,"[13204, 13205, 13206, 13207, 13208]"
485160.0,"[513, 694, 707, 898, 1025]"
485170.0,"[13317, 15368, 5241, 20110, 11386]"
485180.0,"[5242, 11385, 13945, 5243, 12589]"
485220.0,"[2801, 3424, 4747, 5350, 6136]"
485260.0,"[3343, 4140, 4523, 5391, 5951]"
485280.0,"[14978, 4149, 4154, 4929, 5971]"
485310.0,"[14890, 18710, 20657, 8895, 15312]"
485330.0,"[3301, 5628, 7197, 7673, 8026]"
485340.0,"[1346, 1347, 1354, 1739, 1894]"
485350.0,"[4598, 7285, 7524, 9622, 9836]"
485360.0,"[8802, 13326, 14181, 16230, 7278]"
485370.0,"[3301, 5628, 7197, 7673, 8026]"
485380.0,"[1452, 2762, 3283, 5574, 5665]"
485390.0,"[1992, 1993, 2474, 3434, 4295]"
485410.0,"[21915, 10664, 11943, 16350, 16953]"
485420.0,"[10534, 13331, 13446, 2281, 6375]"
485440.0,"[13332, 11449, 19777, 20457, 6774]"
485450.0,"[7444, 7599, 8250, 8863, 9500]"
485490.0,"[18786, 20255, 13065, 12173, 13128]"
485500.0,"[1581, 1582, 2286, 3950, 4043]"
485560.0,"[9680, 9929, 11297, 11713, 12140]"
485570.0,"[11422, 12148, 12190, 12359, 12527]"
485580.0,"[3339, 3542, 3757, 4054, 4235]"
485600.0,"[1452, 2762, 3283, 5574, 5665]"
485620.0,"[7444, 7599, 8250, 8863, 9500]"
485630.0,"[963, 1775, 2098, 2144, 2303]"
485640.0,"[9527, 12806, 13342, 13503, 13951]"
485650.0,"[3953, 4088, 5596, 7645, 7836]"
485660.0,"[7063, 7136, 7343, 10553, 10752]"
485690.0,"[3825, 6887, 7723, 7886, 8006]"
485730.0,"[502, 503, 504, 1789, 7027]"
485740.0,"[7444, 7599, 8250, 8863, 9500]"
485750.0,"[176, 508, 531, 557, 690]"
485760.0,"[5113, 5936, 6387, 6479, 7691]"
485790.0,"[8044, 15852, 17431, 4311, 16195]"
485820.0,"[36, 279, 552, 623, 704]"
485830.0,"[11285, 13352, 20443, 5232, 6862]"
485860.0,"[5485, 6640, 7581, 8217, 9422]"
485870.0,"[5829, 13288, 13354, 17617, 19855]"
485890.0,"[13355, 15758, 4460, 5222, 5883]"
485900.0,"[13035, 15652, 19201, 21256, 4909]"
485920.0,"[1712, 5130, 5906, 6948, 7314]"
485950.0,"[502, 503, 504, 1789, 7027]"
485960.0,"[5862, 6871, 7036, 7575, 7953]"
485970.0,"[36, 279, 552, 623, 704]"
485980.0,"[2721, 3201, 3284, 3624, 3690]"
486020.0,"[2703, 2800, 3439, 3549, 4215]"
486120.0,"[4238, 4862, 4863, 5004, 5083]"
486130.0,"[3343, 4140, 4523, 5391, 5951]"
486150.0,"[566, 601, 602, 603, 701]"
486170.0,"[5356, 5372, 5618, 6807, 6934]"
486190.0,"[13203, 13204, 13205, 13206, 13207]"
486220.0,"[167, 1569, 1595, 1616, 1682]"
486230.0,"[13369, 17183, 19536, 13119, 4896]"
486300.0,"[4428, 5299, 6016, 7350, 7439]"
486310.0,"[4283, 6453, 6510, 6645, 6747]"
486350.0,"[513, 694, 707, 898, 1025]"
486360.0,"[513, 694, 707, 898, 1025]"
486380.0,"[1710, 5446, 6741, 7373, 8041]"
486460.0,"[11591, 12697, 12801, 13375, 15422]"
486470.0,"[513, 694, 707, 898, 1025]"
486480.0,"[993, 1588, 1589, 1590, 1851]"
486490.0,"[11004, 20709, 5629, 10285, 20259]"
486500.0,"[4743, 5586, 6810, 8030, 8459]"
486510.0,"[48, 49, 58, 270, 300]"
486540.0,"[4697, 4903, 5532, 12204, 12244]"
486550.0,"[3469, 4158, 5528, 6054, 8516]"
486570.0,"[642, 1539, 3085, 3155, 3498]"
486571.0,"[2106, 2107, 4906, 6552, 7174]"
486630.0,"[5202, 6032, 6097, 6432, 6491]"
486650.0,"[3339, 3542, 3757, 4054, 4235]"
486660.0,"[21820, 7268, 19644, 20144, 11099]"
486690.0,"[13115, 13388, 19497, 21112, 18306]"
486720.0,"[2725, 3699, 3775, 5718, 5915]"
486760.0,"[4019, 4020, 4021, 4291, 4459]"
486770.0,"[4962, 13391, 6737, 11317, 4963]"
486810.0,"[13392, 17794, 1157, 12344, 14534]"
486820.0,"[9680, 9929, 11297, 11713, 12140]"
486850.0,"[8117, 9467, 12414, 12425, 13394]"
486880.0,"[963, 1775, 2098, 2144, 2303]"
486890.0,"[14336, 13470, 14893, 20400, 7700]"
486960.0,"[2121, 2122, 2123, 2124, 2210]"
486990.0,"[176, 508, 531, 557, 690]"
487000.0,"[4403, 5614, 6407, 6448, 6712]"
487020.0,"[419, 427, 703, 716, 934]"
487030.0,"[11965, 13024, 13401, 11964, 13072]"
487040.0,"[1614, 1662, 2280, 2617, 2719]"
487120.0,"[13403, 13563, 3819, 6905, 8859]"
487160.0,"[1015, 1207, 1554, 1558, 1698]"
487220.0,"[966, 967, 968, 1951, 4116]"
487250.0,"[13406, 21745, 6067, 14134, 7257]"
487270.0,"[5202, 6032, 6097, 6432, 6491]"
487300.0,"[6731, 7686, 9010, 11940, 12590]"
487330.0,"[7178, 13698, 14048, 14624, 10093]"
487350.0,"[1241, 4150, 4234, 4430, 4912]"
487370.0,"[1328, 2141, 2310, 3828, 4066]"
487420.0,"[931, 969, 1119, 1593, 1700]"
487530.0,"[966, 967, 968, 1951, 4116]"
487580.0,"[851, 3411, 4619, 5035, 5547]"
487590.0,"[851, 3411, 4619, 5035, 5547]"
487600.0,"[851, 3411, 4619, 5035, 5547]"
487610.0,"[451, 877, 878, 2472, 2576]"
487700.0,"[5202, 6032, 6097, 6432, 6491]"
488050.0,"[7062, 10505, 11160, 11268, 13419]"
488060.0,"[78, 83, 84, 85, 128]"
488070.0,"[513, 694, 707, 898, 1025]"
488080.0,"[8117, 9467, 12414, 12425, 13394]"
488120.0,"[993, 1588, 1589, 1590, 1851]"
488160.0,"[479, 1030, 2127, 2152, 2471]"
488210.0,"[17895, 13523, 17577, 3558, 19915]"
488220.0,"[976, 4713, 5573, 9349, 9351]"
488280.0,"[966, 967, 968, 1951, 4116]"
488320.0,"[13428, 8964, 9946, 11890, 13448]"
488330.0,"[2534, 2608, 3152, 3587, 3764]"
488340.0,"[306, 465, 621, 629, 1216]"
488430.0,"[5489, 12839, 14203, 14280, 14463]"
488440.0,"[13432, 14026, 11337, 14170, 2622]"
488460.0,"[3682, 4052, 4472, 4829, 4940]"
488480.0,"[1490, 2126, 5553, 6112, 5797]"
488500.0,"[3479, 3507, 4188, 4236, 4376]"
488550.0,"[17593, 18387, 18827, 14888, 6546]"
488580.0,"[1712, 5130, 5906, 6948, 7314]"
488660.0,"[2517, 3495, 4312, 4989, 5373]"
488690.0,"[3906, 3907, 11379, 13439, 4476]"
488770.0,"[7600, 7926, 8611, 9029, 9697]"
488790.0,"[14778, 14820, 16857, 17042, 18287]"
488890.0,"[1031, 1055, 1601, 1663, 2131]"
488910.0,"[4297, 5135, 5236, 5487, 6063]"
488960.0,"[7251, 8483, 11865, 13444, 15259]"
489000.0,"[7512, 7702, 8520, 10846, 11442]"
489050.0,"[10534, 13331, 13446, 2281, 6375]"
489080.0,"[4679, 12831, 13148, 13447, 18641]"
489090.0,"[9946, 11890, 13448, 16669, 8814]"
489100.0,"[12911, 5353, 16653, 19936, 7184]"
489110.0,"[556, 892, 1034, 1690, 1691]"
489140.0,"[1982, 2290, 2430, 2532, 2541]"
489170.0,"[506, 1009, 1011, 1012, 1579]"
489200.0,"[1718, 1719, 2314, 5481, 5927]"
489220.0,"[11422, 12148, 12190, 12359, 12527]"
489260.0,"[230, 348, 511, 1022, 2092]"
489370.0,"[3126, 13456, 16867, 4877, 4878]"
489400.0,"[13708, 4394, 10704, 13181, 13728]"
489440.0,"[3696, 4456, 5507, 6020, 6349]"
489470.0,"[4830, 7514, 7956, 8064, 8423]"
489520.0,"[13460, 16604, 19230, 22003, 19239]"
489560.0,"[1728, 2095, 2455, 2587, 2711]"
489570.0,"[1665, 2387, 4427, 9014, 9641]"
489580.0,"[513, 694, 707, 898, 1025]"
489590.0,"[11422, 12148, 12190, 12359, 12527]"
489610.0,"[3153, 8708, 8832, 11660, 12946]"
489660.0,"[36, 279, 552, 623, 704]"
489700.0,"[993, 1588, 1589, 1590, 1851]"
489720.0,"[176, 508, 531, 557, 690]"
489730.0,"[6317, 7695, 7821, 7986, 8452]"
489760.0,"[14893, 20400, 13396, 4437, 14336]"
489780.0,"[4287, 4916, 6214, 6236, 7070]"
489830.0,"[11843, 13472, 15202, 15534, 15677]"
489840.0,"[13474, 13475, 13476, 13478, 13479]"
489841.0,"[13474, 13475, 13476, 13478, 13479]"
489842.0,"[13474, 13475, 13476, 13478, 13479]"
489843.0,"[13474, 13475, 13476, 13478, 13479]"
489844.0,"[13481, 16303, 20426, 20610, 20614]"
489845.0,"[13474, 13475, 13476, 13478, 13479]"
489846.0,"[13474, 13475, 13476, 13478, 13479]"
489847.0,"[13474, 13475, 13476, 13478, 13479]"
489848.0,"[13481, 16303, 20426, 20610, 20614]"
489849.0,"[13474, 13475, 13476, 13478, 13479]"
489851.0,"[20617, 13473, 13474, 13475, 13476]"
489852.0,"[13474, 13475, 13476, 13478, 13479]"
489890.0,"[851, 3411, 4619, 5035, 5547]"
489900.0,"[851, 3411, 4619, 5035, 5547]"
489930.0,"[3380, 4210, 4229, 4541, 6311]"
489950.0,"[8698, 10976, 12987, 13488, 14057]"
489990.0,"[2730, 3822, 5007, 5349, 5695]"
490080.0,"[3699, 3775, 5718, 5915, 6446]"
490100.0,"[3065, 6687, 7960, 8083, 8139]"
490230.0,"[15496, 20652, 22037, 477, 479]"
490300.0,"[3634, 6691, 6975, 7190, 9026]"
490310.0,"[1031, 1055, 1601, 1663, 2131]"
490370.0,"[78, 83, 84, 85, 128]"
490380.0,"[952, 1422, 2158, 2166, 2180]"
490390.0,"[206, 242, 243, 319, 321]"
490450.0,"[1329, 3465, 3484, 3501, 3853]"
490820.0,"[3301, 5628, 7197, 7673, 8026]"
490860.0,"[1502, 1503, 1504, 1505, 1506]"
490870.0,"[1031, 1055, 1601, 1663, 2131]"
490880.0,"[993, 1588, 1589, 1590, 1851]"
490910.0,"[9527, 12806, 13342, 13503, 13951]"
490950.0,"[41, 1321, 1322, 1323, 1325]"
490980.0,"[5053, 10859, 14687, 21570, 7703]"
490990.0,"[17253, 21475, 12231, 7803, 14627]"
491000.0,"[662, 1586, 3202, 4784, 5179]"
491020.0,"[1657, 3639, 4207, 5525, 7057]"
491030.0,"[2110, 4405, 5235, 5616, 5935]"
491040.0,"[556, 892, 1034, 1690, 1691]"
491060.0,"[2534, 2608, 3152, 3587, 3764]"
491070.0,"[9250, 11238, 13512, 15590, 7321]"
491080.0,"[2121, 2122, 2123, 2124, 2210]"
491090.0,"[13514, 185, 1967, 2467, 3003]"
491110.0,"[13515, 14693, 20686, 14336, 13396]"
491130.0,"[5862, 6871, 7036, 7575, 7953]"
491160.0,"[7282, 7597, 7598, 8910, 125]"
491170.0,"[2703, 2800, 3439, 3549, 4215]"
491210.0,"[1327, 1838, 1839, 2222, 2256]"
491220.0,"[7981, 8695, 8731, 9138, 9332]"
491240.0,"[2110, 4405, 5235, 5616, 5935]"
491260.0,"[9663, 13127, 13522, 13565, 13991]"
491280.0,"[17577, 3558, 17895, 13425, 19915]"
491290.0,"[5202, 6032, 6097, 6432, 6491]"
491300.0,"[502, 503, 504, 1789, 7027]"
491310.0,"[13526, 15272, 1808, 21889, 1138]"
491330.0,"[4019, 4020, 4021, 4291, 4459]"
491350.0,"[6317, 7695, 7821, 7986, 8452]"
491390.0,"[993, 1588, 1589, 1590, 1851]"
491420.0,"[3185, 5238, 5724, 6475, 6899]"
491440.0,"[13531, 17522, 14261, 15869, 16225]"
491470.0,"[13532, 16054, 17436, 6677, 7594]"
491490.0,"[6358, 6359, 6360, 7386, 7493]"
491491.0,"[609, 610, 1410, 2167, 2178]"
491492.0,"[616, 618, 1401, 1411, 1414]"
491493.0,"[616, 618, 1401, 1411, 1414]"
491494.0,"[616, 618, 1401, 1411, 1414]"
491495.0,"[616, 618, 1401, 1411, 1414]"
491496.0,"[472, 611, 612, 631, 632]"
491498.0,"[472, 611, 612, 631, 632]"
491499.0,"[609, 610, 1410, 2167, 2178]"
491510.0,"[13542, 14397, 4401, 16064, 2125]"
491530.0,"[4379, 6531, 6534, 7168, 7243]"
491550.0,"[7738, 10608, 13544, 4791, 8024]"
491560.0,"[8339, 10084, 10592, 11122, 11159]"
491580.0,"[851, 3411, 4619, 5035, 5547]"
491620.0,"[6192, 11947, 13547, 21234, 14805]"
491640.0,"[4221, 4689, 7752, 8243, 10071]"
491650.0,"[658, 659, 660, 661, 2448]"
491660.0,"[13550, 14493, 14569, 16929, 19328]"
491670.0,"[41, 1321, 1322, 1323, 1325]"
491700.0,"[4598, 7285, 7524, 9622, 9836]"
491720.0,"[993, 1588, 1589, 1590, 1851]"
491730.0,"[9680, 9929, 11297, 11713, 12140]"
491740.0,"[13555, 15933, 19153, 7491, 21280]"
491770.0,"[1056, 1127, 1247, 1271, 1449]"
491830.0,"[1241, 4150, 4234, 4430, 4912]"
491950.0,"[4195, 7152, 8961, 10762, 11013]"
492080.0,"[7981, 8695, 8731, 9138, 9332]"
492090.0,"[4677, 10630, 10631, 10637, 13560]"
492100.0,"[1031, 1055, 1601, 1663, 2131]"
492130.0,"[4743, 5586, 6810, 8030, 8459]"
492150.0,"[13403, 13563, 3819, 6905, 8859]"
492160.0,"[305, 1560, 1561, 1562, 1563]"
492170.0,"[9663, 13127, 13522, 13565, 13991]"
492200.0,"[15665, 4477, 7157, 9786, 18962]"
492250.0,"[13568, 7944, 9381, 9435, 9441]"
492260.0,"[13568, 7944, 9381, 9435, 9441]"
492270.0,"[6317, 7695, 7821, 7986, 8452]"
492280.0,"[21487, 21546, 10510, 15204, 7280]"
492290.0,"[4280, 5587, 7232, 13571, 13925]"
492330.0,"[13189, 9309, 10191, 10778, 12097]"
492331.0,"[13189, 13572, 9309, 10191, 10778]"
492340.0,"[14654, 9985, 15075, 14337, 14582]"
492370.0,"[9040, 10467, 11663, 12526, 12625]"
492390.0,"[11422, 12148, 12190, 12359, 12527]"
492391.0,"[11422, 12148, 12190, 12359, 12527]"
492392.0,"[11422, 12148, 12190, 12359, 12527]"
492400.0,"[176, 508, 531, 557, 690]"
492410.0,"[3534, 3644, 4242, 5203, 5427]"
492430.0,"[7981, 8695, 8731, 9138, 9332]"
492500.0,"[3479, 3507, 4188, 4236, 4376]"
492530.0,"[3634, 6691, 6975, 7190, 9026]"
492580.0,"[13584, 11314, 13585, 13197, 21763]"
492581.0,"[6426, 11314, 10328, 13584, 6805]"
492600.0,"[2429, 2535, 5044, 5230, 5387]"
492610.0,"[13587, 4796, 15247, 17339, 5112]"
492620.0,"[13588, 17698, 16535, 17465, 3579]"
492630.0,"[715, 930, 1017, 1495, 1553]"
492640.0,"[43, 161, 274, 275, 356]"
492740.0,"[800, 1971, 3856, 7661, 8519]"
492750.0,"[4233, 4324, 5879, 8748, 8820]"
492800.0,"[6447, 7030, 7105, 8359, 8480]"
492830.0,"[993, 1588, 1589, 1590, 1851]"
492840.0,"[479, 1030, 2127, 2152, 2471]"
493000.0,"[3339, 3542, 3757, 4054, 4235]"
493060.0,"[1241, 4150, 4234, 4430, 4912]"
493070.0,"[3234, 3848, 3955, 4060, 4599]"
493080.0,"[1154, 2208, 3310, 3475, 5128]"
493180.0,"[1614, 1662, 2280, 2617, 2719]"
493200.0,"[4716, 6779, 6830, 6895, 8230]"
493220.0,"[14014, 18544, 18657, 19097, 11100]"
493280.0,"[17690, 17902, 19783, 6820, 8032]"
493340.0,"[3297, 8720, 12955, 1702, 3421]"
493370.0,"[8448, 9844, 12033, 15840, 16136]"
493540.0,"[1329, 3465, 3484, 3501, 3853]"
493580.0,"[172, 288, 753, 755, 803]"
493610.0,"[4148, 6113, 9529, 12426, 1870]"
493650.0,"[3301, 5628, 7197, 7673, 8026]"
493670.0,"[2534, 2608, 3152, 3587, 3764]"
493700.0,"[3301, 5628, 7197, 7673, 8026]"
493710.0,"[2703, 2800, 3439, 3549, 4215]"
493720.0,"[1343, 1598, 1603, 1612, 2539]"
493730.0,"[5485, 6640, 7581, 8217, 9422]"
493760.0,"[4256, 5973, 8684, 10131, 12319]"
493780.0,"[13616, 19923, 21663, 3336, 7393]"
493810.0,"[5862, 6871, 7036, 7575, 7953]"
493820.0,"[1954, 1956, 1958, 4165, 4269]"
493840.0,"[2284, 2301, 5675, 7809, 8410]"
493880.0,"[8429, 10580, 12667, 13620, 18341]"
493900.0,"[3421, 4788, 5392, 5762, 5941]"
493920.0,"[48, 49, 58, 270, 300]"
493980.0,"[762, 5570, 12952, 13623, 16177]"
494000.0,"[48, 49, 58, 270, 300]"
494020.0,"[3552, 3788, 5219, 5690, 6445]"
494100.0,"[2822, 3140, 3239, 3286, 3541]"
494120.0,"[10339, 10386, 11063, 11755, 11756]"
494160.0,"[5217, 6179, 6271, 13628, 15010]"
494170.0,"[4418, 10886, 11021, 12253, 12637]"
494230.0,"[15233, 17476, 17818, 17999, 19593]"
494290.0,"[1031, 1055, 1601, 1663, 2131]"
494320.0,"[13632, 19270, 318, 323, 758]"
494360.0,"[2429, 2535, 5044, 5230, 5387]"
494420.0,"[4442, 5333, 5376, 5441, 5623]"
494440.0,"[12029, 12031, 13635, 13636, 13637]"
494450.0,"[12029, 12031, 13635, 13636, 13637]"
494460.0,"[12029, 12031, 13635, 13636, 13637]"
494470.0,"[206, 242, 243, 319, 321]"
494520.0,"[377, 404, 407, 408, 409]"
494521.0,"[377, 404, 407, 408, 409]"
494522.0,"[6358, 6359, 6360, 7386, 7493]"
494523.0,"[472, 611, 612, 631, 632]"
494524.0,"[609, 610, 1410, 2167, 2178]"
494525.0,"[609, 610, 1410, 2167, 2178]"
494526.0,"[609, 610, 1410, 2167, 2178]"
494527.0,"[609, 610, 1410, 2167, 2178]"
494529.0,"[3030, 3988, 6065, 6111, 6370]"
494570.0,"[19543, 10524, 11831, 20945, 6189]"
494580.0,"[4230, 6780, 13032, 14178, 14997]"
494600.0,"[3393, 9359, 13650, 2759, 6425]"
494660.0,"[1328, 2141, 2310, 3828, 4066]"
494670.0,"[5089, 17649, 7762, 13381, 4697]"
494700.0,"[2703, 2800, 3439, 3549, 4215]"
494720.0,"[330, 383, 491, 541, 713]"
494740.0,"[206, 242, 243, 319, 321]"
494790.0,"[3552, 3788, 5219, 5690, 6445]"
494970.0,"[11701, 13054, 13657, 14584, 8654]"
494980.0,"[3479, 3507, 4188, 4236, 4376]"
495010.0,"[7519, 8297, 10123, 10804, 13659]"
495050.0,"[20, 21, 28, 68, 69]"
495090.0,"[96, 97, 98, 99, 100]"
495110.0,"[1262, 1379, 1605, 1935, 2153]"
495120.0,"[1343, 1598, 1603, 1612, 2539]"
495140.0,"[231, 232, 233, 234, 235]"
495160.0,"[231, 232, 233, 234, 235]"
495230.0,"[176, 508, 531, 557, 690]"
495280.0,"[473, 534, 568, 650, 717]"
495350.0,"[2260, 2575, 2646, 3288, 3289]"
495370.0,"[2306, 2307, 4908, 5639, 6185]"
495371.0,"[2306, 2307, 4908, 5639, 6185]"
495380.0,"[2306, 2307, 4908, 5639, 6185]"
495510.0,"[11422, 12148, 12190, 12359, 12527]"
495570.0,"[4019, 4020, 4021, 4291, 4459]"
495580.0,"[13674, 8110, 9582, 10372, 14685]"
495630.0,"[976, 4713, 5573, 9349, 9351]"
495680.0,"[1954, 1956, 1958, 4165, 4269]"
495700.0,"[172, 288, 753, 755, 803]"
495720.0,"[1581, 1582, 2286, 3950, 4043]"
495740.0,"[6376, 17746, 6938, 6074, 11433]"
495760.0,"[1015, 1207, 1554, 1558, 1698]"
495770.0,"[1239, 1381, 1607, 1705, 1860]"
495780.0,"[1328, 2141, 2310, 3828, 4066]"
495820.0,"[176, 508, 531, 557, 690]"
495890.0,"[966, 967, 968, 1951, 4116]"
495910.0,"[1728, 2095, 2455, 2587, 2711]"
495920.0,"[13686, 13787, 15493, 16355, 16357]"
495930.0,"[619, 1728, 2095, 2455, 2587]"
495950.0,"[2, 3, 4, 5, 8]"
495951.0,"[566, 601, 602, 603, 701]"
495960.0,"[3696, 4456, 5507, 6020, 6349]"
495980.0,"[3234, 3848, 3955, 4060, 4599]"
495990.0,"[7021, 13692, 14468, 15611, 4669]"
496030.0,"[6916, 13693, 21593, 3154, 4095]"
496120.0,"[4197, 4904, 6639, 7097, 7254]"
496290.0,"[7302, 8367, 8911, 13695, 17172]"
496300.0,"[1038, 1171, 3059, 3940, 4731]"
496310.0,"[2703, 2800, 3439, 3549, 4215]"
496320.0,"[13698, 14048, 14624, 13409, 10093]"
496340.0,"[2093, 3315, 3960, 3968, 4247]"
496350.0,"[3119, 3166, 3884, 4078, 4936]"
496360.0,"[13701, 13947, 15154, 1105, 4508]"
496380.0,"[5739, 21949, 14070, 14441, 20125]"
496390.0,"[176, 508, 531, 557, 690]"
496400.0,"[1015, 1207, 1554, 1558, 1698]"
496431.0,"[17012, 21179, 17015, 17017, 21180]"
496434.0,"[17013, 13707, 17016, 21179, 13705]"
496435.0,"[17016, 17013, 21179, 13706, 13705]"
496440.0,"[13457, 4394, 10704, 13181, 13728]"
496460.0,"[3609, 7543, 8825, 11284, 13709]"
496480.0,"[13710, 19773, 20113, 20530, 20765]"
496500.0,"[17777, 17533, 9838, 12491, 4191]"
496510.0,"[11244, 6815, 7829, 3585, 8726]"
496520.0,"[13713, 16290, 17282, 19143, 19580]"
496530.0,"[1718, 1719, 2314, 5481, 5927]"
496540.0,"[10423, 10456, 11197, 11648, 11804]"
496550.0,"[1742, 1892, 1893, 1961, 1962]"
496590.0,"[4743, 5586, 6810, 8030, 8459]"
496610.0,"[931, 969, 1119, 1593, 1700]"
496620.0,"[3403, 5767, 6935, 7176, 7383]"
496630.0,"[9634, 9636, 9780, 10128, 10997]"
496640.0,"[6361, 6739, 6932, 7324, 7528]"
496650.0,"[993, 1588, 1589, 1590, 1851]"
496680.0,"[7444, 7599, 8250, 8863, 9500]"
496690.0,"[4830, 7514, 7956, 8064, 8423]"
496730.0,"[11891, 12485, 13725, 17528, 18184]"
496760.0,"[172, 288, 753, 755, 803]"
496810.0,"[1056, 1127, 1247, 1271, 1449]"
496820.0,"[10704, 13181, 13728, 20213, 13708]"
496850.0,"[893, 1679, 1714, 1895, 2316]"
496870.0,"[7063, 7136, 7343, 10553, 10752]"
496890.0,"[4283, 6453, 6510, 6645, 6747]"
496930.0,"[1657, 3639, 4207, 5525, 7057]"
496940.0,"[4256, 5973, 8684, 10131, 12319]"
496970.0,"[2, 3, 4, 5, 8]"
496971.0,"[2, 3, 4, 5, 8]"
496972.0,"[2, 3, 4, 5, 8]"
496980.0,"[2801, 3424, 4747, 5350, 6136]"
496990.0,"[4743, 5586, 6810, 8030, 8459]"
497020.0,"[907, 4858, 4859, 4860, 4861]"
497040.0,"[1738, 1986, 4616, 6746, 7810]"
497050.0,"[966, 967, 968, 1951, 4116]"
497060.0,"[993, 1588, 1589, 1590, 1851]"
497080.0,"[4298, 5351, 6084, 7595, 7722]"
497100.0,"[20997, 19161, 10227, 15203, 3691]"
497170.0,"[9365, 10201, 13745, 14696, 1348]"
497180.0,"[1783, 6382, 8350, 13746, 19343]"
497200.0,"[4830, 7514, 7956, 8064, 8423]"
497240.0,"[3502, 4332, 4433, 4434, 5067]"
497260.0,"[2076, 5034, 8260, 8779, 12007]"
497280.0,"[1328, 2141, 2310, 3828, 4066]"
497350.0,"[5485, 6640, 7581, 8217, 9422]"
497360.0,"[172, 288, 753, 755, 803]"
497400.0,"[4428, 5299, 6016, 7350, 7439]"
497420.0,"[10334, 13754, 15624, 1995, 2076]"
497430.0,"[1592, 2518, 3149, 3233, 4012]"
497470.0,"[11783, 13756, 13943, 15206, 18425]"
497490.0,"[12569, 13757, 13946, 15088, 15291]"
497510.0,"[13758, 3592, 7855, 8451, 20554]"
497540.0,"[5103, 5105, 12991, 13759, 16394]"
497560.0,"[5669, 5706, 6015, 8511, 9460]"
497580.0,"[1262, 1379, 1605, 1935, 2153]"
497590.0,"[5632, 6870, 7260, 8063, 8591]"
497610.0,"[1338, 1339, 1972, 1973, 1974]"
497640.0,"[7613, 9260, 9938, 10122, 10403]"
497670.0,"[993, 1588, 1589, 1590, 1851]"
497680.0,"[966, 967, 968, 1951, 4116]"
497690.0,"[1614, 1662, 2280, 2617, 2719]"
497710.0,"[2703, 2800, 3439, 3549, 4215]"
497720.0,"[1537, 13062, 13769, 13860, 15117]"
497730.0,"[3119, 3166, 3884, 4078, 4936]"
497740.0,"[13301, 13771, 20598, 1943, 12264]"
497750.0,"[12694, 13772, 20977, 5062, 5580]"
497760.0,"[5202, 6032, 6097, 6432, 6491]"
497780.0,"[2429, 2535, 5044, 5230, 5387]"
497790.0,"[424, 843, 852, 5583, 6454]"
497800.0,"[7259, 7295, 10099, 10100, 10102]"
497850.0,"[1038, 1171, 3059, 3940, 4731]"
497860.0,"[4209, 6713, 7983, 10218, 13778]"
497930.0,"[9342, 10901, 13779, 1667, 9267]"
497940.0,"[13780, 16484, 19074, 17727, 20200]"
498000.0,"[7188, 11010, 13781, 14138, 14425]"
498020.0,"[1343, 1598, 1603, 1612, 2539]"
498030.0,"[96, 97, 98, 99, 100]"
498040.0,"[96, 97, 98, 99, 100]"
498050.0,"[4238, 4862, 4863, 5004, 5083]"
498190.0,"[1444, 1969, 4042, 4558, 7133]"
498220.0,"[13686, 13787, 15493, 16355, 16357]"
498221.0,"[8244, 11169, 13788, 14390, 15305]"
498222.0,"[11839, 13789, 15306, 20980, 11762]"
498223.0,"[15954, 15955, 18378, 20980, 15953]"
498240.0,"[3312, 3751, 4107, 4187, 5625]"
498280.0,"[13792, 14345, 3205, 4195, 7152]"
498300.0,"[1502, 1503, 1504, 1505, 1506]"
